Symbol,Company Name,Short Name,Industry,Description,Website Logo,CEO,Exchange,Market Cap,Sector,Tag 1,Tag 2,Tag 3,OTC
DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",,,,,,,,,,,,F
DAPP,VanEck Digital Transformation ETF,,,,,,,,,,,,F
DAPR,FT Cboe Vest U.S. Equity Deep Buffer ETF - April,,,,,,,,,,,,F
DAR,Darling Ingredients Inc.,Darling Ingredients,Waste Management,"Darling Ingredients Inc is a developer and producer of natural ingredients from edible and inedible bio-nutrients, creating customized specialty solutions for customers in pharmaceutical, food, pet food, fuel, and fertilizer industries.",,Randall C. Stuewe,New York Stock Exchange,3513800184.0,Industrials,Industrials,Waste Management,,F
DARE,Dare Bioscience Inc.,Dare Bioscience,Biotechnology,"Dare Bioscience Inc is a healthcare company. The company develops and commercializes products in women's reproductive health. Its segment includes spectrum of categories like: contraception, vaginal health, pain and fertility.",,Sabrina Martucci Johnson,NASDAQ Capital Market,9173137.0,Healthcare,Healthcare,Biotechnology,,F
DASH,"DoorDash, Inc.",,,,,,,,,,,,F
DAT,ProShares Big Data Refiners ETF,,,,,,,,,,,,F
DATS,"DatChat, Inc. Common Stock",,,,,,,,,,,,F
DAUG,FT Cboe Vest U.S. Equity Deep Buffer ETF - August,,,,,,,,,,,,F
DAVA,Endava plc American Depositary Shares (each representing one Class A),Endava plc American Depositary Shares (each representing one A),Application Software,,,John Cotterell,New York Stock Exchange,1278098674.0,Technology,Technology,Software - Infrastructure,Application Software,F
DAVE,Famous Dave's of America Inc.,Famous Dave's of America,Restaurants,"Famous Dave's of America Inc is a casual dining barbeque bar-and-grill chain. It develops, owns, and operates restaurants in US which offers smoked, barbeque, grilled meat, and entree items using prepared proprietary seasonings, sauces, and mixes.",,Jeffery Crivello,Nasdaq Global Select,41595561.0,Consumer Cyclical,Consumer Cyclical,Restaurants,,F
DAWN,"Day One Biopharmaceuticals, Inc. Common Stock",,,,,,,,,,,,F
DAX,Global X Funds Global X DAX Germany ETF,,,,,,,,,,,,F
DB,Deutsche Bank AG,Deutsche Bank AG,Banks,"Deutsche Bank AG is a leading private bank. It offers investment, financial and related products and services to private individuals, corporate entities and institutional clients around the world.",,,New York Stock Exchange,18171120000.0,Financial Services,Financial Services,Banks - Regional - Europe,Banks,F
DBA,Invesco DB Agriculture Fund,Invesco DB Agriculture Fund,,"The investment seeks to track changes, whether positive or negative, in the level of the DBIQ Diversified Agriculture Index Excess Return??(the ??ndex?? over time, plus the excess, if any, of the sum of the fund?? Treasury Income, Money Market Income and T-Bill ETF Income, over the expenses of the fund. The index, which is comprised of one or more underlying commodities (??ndex commodities??, is intended to reflect the agricultural sector.",,,NYSE Arca,493056685.0,,,,,F
DBAW,Xtrackers MSCI All World ex US Hedged Equity ETF,,,,,,,,,,,,F
DBB,Invesco DB Base Metals Fund,Invesco DB Base Metals Fund,,"The investment seeks to track the DBIQ Optimum Yield Industrial Metals Index Excess Return??(DBIQ-OY Industrial Metals ER??, which is intended to reflect the base metals sector. 
 The index Commodities consist of Aluminum, Zinc and Copper ??Grade A.",,,NYSE Arca,178956663.0,,,,,F
DBC,Invesco DB Commodity Index Tracking Fund,Invesco DB Commodity Index Tracking Fund,,"The investment seeks to track changes, whether positive or negative, in the level of the Deutsche Bank G10 Currency Future Harvest Index???xcess Return.
 The index is comprised of long futures positions in the three eligible index currencies associated with the highest interest rates and short futures positions in the three eligible index currencies associated with the lowest interest rates. The index?? six component currencies from time-to-time, comprised of the three long and three short futures positions, are referred to as the index currencies and are used to calculate the value of the index.",,,NYSE Arca,2049636627.0,,,,,F
DBD,Diebold Nixdorf Incorporated,Diebold Nixdorf Incorporated,Application Software,"Diebold Nixdorf Inc provides integrated software, financial self-service delivery and security systems to the financial, commercial retail and other markets. The company generates a majority of its revenue from the United States.",,Gerrard Schmid,New York Stock Exchange,379098845.0,Technology,Technology,Software - Application,Application Software,F
DBE,Invesco DB Energy Fund,Invesco DB Energy Fund,,"The investment seeks to track the DBIQ Optimum Yield Energy Index Excess Return??(DBIQ-OY Energy ER??, which is intended to reflect the energy sector.
 The index Commodities consist of Light, Sweet Crude Oil (WTI), Heating Oil, Brent Crude Oil, RBOB Gasoline and Natural Gas.",,,NYSE Arca,97300556.0,,,,,F
DBEF,Xtrackers MSCI EAFE Hedged Equity,Xtrackers MSCI EAFE Hedged Equity,,"The investment seeks investment results that correspond generally to the performance, before fees and expenses, of the MSCI EAFE US Dollar Hedged Index.
 The fund, using a ""passive"" or indexing investment approach, seeks investment results that correspond generally to the performance, before fees and expenses, of the underlying index, which is designed to track developed market performance while mitigating exposure to fluctuations between the value of the U.S. dollar and the currencies of the countries included in the underlying index. It will invest at least 80% of its total assets in component securities of the underlying index.",,,NYSE Arca,5084105904.0,,,,,F
DBEH,iMGP DBi Hedge Strategy ETF,,,,,,,,,,,,F
DBEM,Xtrackers MSCI Emerging Markets Hedged Equity,Xtrackers MSCI Emerging Markets Hedged Equity,,"The investment seeks investment results that correspond generally to the performance, of the MSCI Japan US Dollar Hedged Index.
 The fund, using a ""passive"" or indexing investment approach, seeks investment results that correspond generally to the performance, of the underlying index, which is designed to track the performance of the Japanese equity market while mitigating exposure to fluctuations between the value of the U.S. dollar and the Japanese yen. It will invest at least 80% of its total assets in component securities (including depositary receipts in respect of such securities) of the underlying index.",,,NYSE Arca,126351888.0,,,,,F
DBEU,Xtrackers MSCI Europe Hedged Equity ETF,,,,,,,,,,,,F
DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,,,,,,,,,,,,F
DBGI,"Digital Brands Group, Inc. Common Stock",,,,,,,,,,,,F
DBGR,Xtrackers MSCI Germany Hedged Equity,Xtrackers MSCI Germany Hedged Equity,,"The investment seeks investment results that correspond generally to the performance, before fees and expenses, of the MSCI Germany US Dollar Hedged Index.
 The fund, using a ""passive"" or indexing investment approach, seeks investment results that correspond generally to the performance, before fees and expenses, of the underlying index, which is designed to track the performance of the German equity market while mitigating exposure to fluctuations between the value of the U.S. dollar and the euro. It will invest at least 80% of its total assets (but typically far more) in component securities of the underlying index. The fund is non-diversified.",,,NYSE Arca,22278676.0,,,,,F
DBI,Designer Brands Inc.,,,,,,,,,,,,F
DBJA,Innovator Double Stacker 9 Buffer ETF - January,,,,,,,,,,,,F
DBJP,Xtrackers MSCI Japan Hedged Equity ETF,,,,,,,,,,,,F
DBL,DoubleLine Opportunistic Credit Fund of Beneficial Interest,DoubleLine Opportunistic Credit Fund of Beneficial Interest,Asset Management,Doubleline Opportunistic Credit Fund operates as a closed-end management investment company. Its investment objective is to seek high total investment return by providing high level of current income and the potential for capital appreciation.,,Ronald R. Redell,New York Stock Exchange,291416895.0,Financial Services,Financial Services,Asset Management,,F
DBMF,iMGP DBi Managed Futures Strategy ETF,,,,,,,,,,,,F
DBND,DoubleLine Opportunistic Bond ETF,,,,,,,,,,,,F
DBO,Invesco DB Oil Fund,Invesco DB Oil Fund,,"The investment seeks to track the DBIQ Optimum Yield Crude Oil Index Excess Return??(DBIQ-OY CL ER??, which is intended to reflect the changes in market value of crude oil. 
 The single index Commodity consists of Light, Sweet Crude Oil (WTI).",,,NYSE Arca,324576403.0,,,,,F
DBOC,Innovator Double Stacker 9 Buffer ETF - October,,,,,,,,,,,,F
DBOEY,Deutsche Boerse Ag Unsponsored ADR (Germany),,,,,,,,,,,,F
DBP,Invesco DB Precious Metals Fund,Invesco DB Precious Metals Fund,,"The investment seeks to track the DBIQ Optimum Yield Energy Index Excess Return??(DBIQ-OY Energy ER??, which is intended to reflect the energy sector.
 The index Commodities consist of Light, Sweet Crude Oil (WTI), Heating Oil, Brent Crude Oil, RBOB Gasoline and Natural Gas.",,,NYSE Arca,141057485.0,,,,,F
DBRG,"DigitalBridge Group, Inc.",,,,,,,,,,,,F
DBS,Invesco DB Silver Fund,Invesco DB Silver Fund,,"The investment seeks to track the DBIQ Optimum Yield Silver Index Excess Return??(DBIQ-OY SI ER??, which is intended to reflect the changes in market value of silver. 
 The single index Commodity consists of Silver. The fund holds Treasury Securities, money market mutual funds and T-Bill ETFs for margin and/or cash management purposes only.",,,NYSE Arca,14151943.0,,,,,F
DBSDY,Dbs Group Holdings Ltd Ord American Depositary Shares,,,,,,,,,,,,F
DBTX,"Decibel Therapeutics, Inc. Common Stock",,,,,,,,,,,,F
DBV,Invesco DB G10 Currency Harvest Fund,Invesco DB G10 Currency Harvest Fund,,"The investment seeks to track changes, whether positive or negative, in the level of the Deutsche Bank G10 Currency Future Harvest Index???xcess Return.
 The index is comprised of long futures positions in the three eligible index currencies associated with the highest interest rates and short futures positions in the three eligible index currencies associated with the lowest interest rates. The index?? six component currencies from time-to-time, comprised of the three long and three short futures positions, are referred to as the index currencies and are used to calculate the value of the index.",,,NYSE Arca,24440478.0,,,,,F
DBVT,DBV Technologies S.A.,DBV S.A.,Biotechnology,DBV Technologies SA is a biopharmaceutical company. It is engaged in research and development of patient-friendly therapy for food and pediatric allergy patients.,,Pierre-Henri Benhamou,Nasdaq Global Select,424041981.0,Healthcare,Healthcare,Biotechnology,,F
DBX,Dropbox Inc,Dropbox,Application Software,"Dropbox Inc offers security software. It is a collaboration platform where more and more of the content is created, accessed, and shared with the world.",,Andrew W. Houston,Nasdaq Global Select,9988283869.0,Technology,Technology,Software - Infrastructure,Application Software,F
DC,Dakota Gold Corp.,,,,,,,,,,,,F
DCBO,Docebo Inc. Common Shares,,,,,,,,,,,,F
DCF,Dreyfus Alcentra Global Credit Income 2024 Target Term Fund Inc.,Dreyfus Alcentra Global Credit Income 2024 Target Term Fund,Asset Management,"The Fund?? investment objectives are to seek high current income and to return at least $9.835 per Common Share (the public offering price per Common Share (as defined below) after deducting a sales load of $0.165 per Common Share but before deducting offering costs of $0.02 per Common Share (??riginal NAV??) to holders of record of Common Shares on or about December 1, 2024 (the ??ermination Date?? (subject to certain extensions described herein).",,,New York Stock Exchange,128069361.0,Financial Services,Financial Services,Asset Management,,F
